,imdb_id,runtime,release_date,num_cast,num_directors,num_writers,num_producers,num_productionmanagers,num_stunts,num_productioncompanies,num_distributers,imdb_rating,budget,release_month,genre(s)
222,tt2277860,97,2016-06-16,66,2,4,3,117,94,2,31,7,200000000,6,"['Adventure', 'Animation', 'Comedy', 'Family']"
223,tt3631112,112,2016-10-05,57,1,2,7,6,9,4,65,6,45000000,10,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
224,tt3385516,144,2016-05-18,109,1,6,11,9,137,6,29,7,178000000,5,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']"
225,tt4034228,138,2016-11-18,74,1,1,11,3,12,8,1,7,9000000,11,['Drama']
226,tt4276820,115,2016-09-13,73,1,1,15,3,2,5,1,7,25000000,9,"['Drama', 'History']"
227,tt4682786,97,2016-12-06,61,1,1,15,2,24,6,20,6,36000000,12,"['Drama', 'Romance']"
228,tt5022702,82,2016-03-12,5,1,2,8,3,13,2,3,6,1000000,3,"['Horror', 'Thriller']"
229,tt2241351,98,2016-05-12,153,1,3,13,3,16,4,24,6,27000000,5,"['Thriller', 'Drama']"
230,tt2567026,113,2016-05-25,104,1,2,6,12,37,6,26,6,170000000,5,"['Adventure', 'Family', 'Fantasy']"
231,tt3410834,121,2016-03-09,224,1,4,14,3,121,3,43,5,110000000,3,"['Adventure', 'Science Fiction', 'Action', 'Mystery']"
232,tt4302938,102,2016-08-18,22,1,3,3,52,106,2,23,7,60000000,8,"['Animation', 'Adventure', 'Family']"
233,tt2381991,114,2016-04-06,71,1,3,4,5,61,3,21,6,115000000,4,"['Action', 'Adventure', 'Drama']"
234,tt3691740,120,2016-06-01,49,1,2,10,7,78,6,1,6,140000000,6,"['Adventure', 'Family', 'Fantasy']"
235,tt1974419,118,2016-06-08,57,1,3,20,1,5,6,2,6,7000000,6,"['Thriller', 'Horror', 'Mystery']"
236,tt3640424,124,2016-11-17,94,1,1,9,7,18,4,33,7,85000000,11,"['Action', 'Drama', 'War', 'Romance', 'Thriller']"
237,tt2304933,112,2016-01-14,116,1,4,8,2,58,4,25,5,38000000,1,"['Adventure', 'Science Fiction']"
238,tt3544112,106,2016-03-11,26,1,2,15,11,3,6,2,8,63573,3,"['Comedy', 'Romance', 'Drama', 'Music']"
239,tt4172430,144,2016-01-13,84,1,2,9,8,46,5,35,7,50000000,1,"['Action', 'Drama', 'History', 'Thriller', 'War']"
240,tt2034800,103,2016-12-16,19,1,6,12,12,106,8,36,6,150000000,12,"['Action', 'Adventure', 'Fantasy']"
241,tt4786282,81,2016-07-21,15,1,2,16,4,14,4,16,6,4900000,7,"['Thriller', 'Mystery', 'Horror']"
242,tt1292566,110,2016-01-21,96,1,4,12,8,39,5,18,6,38000000,1,"['Comedy', 'Romance']"
243,tt2592614,107,2016-12-23,84,1,1,10,7,64,4,1,5,40000000,12,"['Action', 'Horror', 'Science Fiction']"
244,tt4438848,91,2016-05-04,98,1,5,15,4,15,4,22,5,35000000,5,['Comedy']
245,tt4698684,101,2016-03-31,25,1,3,10,9,54,3,1,7,78439,3,"['Adventure', 'Comedy', 'Drama']"
246,tt2823054,98,2016-07-07,90,1,2,7,3,22,3,20,6,33000000,7,['Comedy']
247,tt4572514,133,2016-12-12,289,1,5,20,2,58,5,49,7,45000000,12,"['Crime', 'Drama', 'Thriller']"
248,tt3531824,96,2016-07-27,96,2,2,9,3,20,4,21,6,19000000,7,"['Mystery', 'Adventure', 'Crime']"
249,tt3949660,112,2016-06-01,128,1,4,15,20,118,7,24,6,135000000,6,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']"
250,tt0475290,106,2016-02-05,236,2,2,6,5,37,5,1,6,22000000,2,"['Comedy', 'Drama', 'Mystery']"
251,tt2404233,127,2016-02-25,58,1,2,9,8,76,5,39,5,140000000,2,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
252,tt4501244,111,2016-12-22,58,1,3,8,3,18,5,24,6,38000000,12,['Comedy']
253,tt2671706,139,2016-12-16,35,1,1,17,3,6,5,23,7,24000000,12,['Drama']
254,tt3289956,86,2016-12-21,11,1,2,10,3,17,3,1,6,10474,12,"['Horror', 'Mystery']"
255,tt3381008,83,2016-02-24,154,1,3,18,9,78,7,20,6,35000000,2,"['Action', 'Comedy']"
256,tt3393786,118,2016-10-19,155,1,4,8,4,64,6,32,6,60000000,10,"['Action', 'Adventure', 'Crime']"
257,tt4651520,100,2016-07-28,115,2,2,10,6,23,4,28,6,20000000,7,['Comedy']
258,tt1860213,102,2016-01-21,97,1,1,9,4,47,6,28,5,25000000,1,['Comedy']
259,tt3774114,134,2016-09-15,97,1,4,24,4,8,3,3,7,40000000,9,"['Drama', 'History', 'Crime', 'Thriller']"
260,tt4034354,97,2016-06-24,11,2,2,10,2,21,3,17,7,3000000,6,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']"
261,tt3416532,108,2016-10-07,21,1,2,12,11,7,5,37,7,43000000,10,"['Drama', 'Fantasy']"
262,tt4052882,86,2016-06-24,12,1,1,4,4,23,3,22,6,17000000,6,"['Horror', 'Drama', 'Thriller']"
263,tt4094724,105,2016-06-29,145,1,1,9,4,42,6,34,6,10000000,6,"['Action', 'Horror', 'Thriller']"
264,tt0490215,161,2016-12-22,66,1,3,41,9,6,12,1,7,46000000,12,"['Drama', 'History']"
265,tt1878870,104,2016-11-18,31,1,1,16,6,3,4,1,7,9000000,11,"['Comedy', 'Drama']"
266,tt4731136,146,2017-02-15,68,1,2,10,3,20,5,19,6,40000000,2,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']"
267,tt2488496,136,2015-12-15,181,1,4,14,15,71,4,57,8,245000000,12,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']"
268,tt2381249,131,2015-07-23,202,1,3,12,13,81,9,60,7,150000000,7,"['Action', 'Adventure', 'Thriller']"
269,tt1502712,100,2015-08-05,129,1,5,8,3,77,8,31,4,120000000,8,"['Action', 'Adventure', 'Science Fiction']"
270,tt3569230,131,2015-09-09,136,1,2,16,3,46,3,20,7,30000000,9,"['Crime', 'Thriller']"
271,tt4046784,132,2015-09-09,75,1,2,9,4,48,3,24,6,61000000,9,"['Action', 'Science Fiction', 'Thriller']"
272,tt3659388,141,2015-09-30,63,1,2,9,14,37,7,29,8,108000000,9,"['Drama', 'Adventure', 'Science Fiction']"
273,tt1638355,116,2015-08-13,94,1,5,10,12,68,4,34,7,75000000,8,"['Comedy', 'Action', 'Adventure']"
274,tt4178092,108,2015-07-30,23,1,1,11,2,15,3,27,7,5000000,7,"['Thriller', 'Mystery', 'Drama']"
275,tt1964418,130,2015-05-19,106,1,3,11,13,54,3,29,6,190000000,5,"['Adventure', 'Family', 'Mystery', 'Science Fiction']"
276,tt0810819,120,2015-11-27,70,1,2,14,6,2,12,1,7,15000000,11,['Drama']
277,tt0478970,117,2015-07-14,166,1,7,10,7,140,3,32,7,130000000,7,"['Science Fiction', 'Action', 'Adventure']"
278,tt3170832,117,2015-10-16,27,1,1,12,2,3,7,2,8,13000000,10,"['Drama', 'Thriller']"
279,tt1355683,122,2015-09-04,197,1,4,19,3,22,5,1,6,53000000,9,"['Drama', 'Crime']"
280,tt2719848,121,2015-09-10,65,1,2,19,13,21,5,48,7,55000000,9,"['Adventure', 'Drama']"
281,tt2120120,105,2015-07-16,144,1,3,19,11,103,7,37,5,88000000,7,"['Action', 'Comedy', 'Science Fiction']"
282,tt1596363,131,2015-12-11,198,1,3,7,3,8,3,28,7,28000000,12,"['Comedy', 'Drama']"
283,tt2080374,122,2015-10-09,225,1,2,10,4,67,8,23,7,30000000,10,"['Drama', 'History']"
284,tt2820852,137,2015-04-01,159,1,2,10,10,205,10,63,7,190000000,4,"['Action', 'Crime', 'Thriller', 'Drama']"
285,tt3079380,120,2015-05-06,63,1,1,10,14,61,3,34,7,65000000,5,"['Action', 'Comedy', 'Crime']"
286,tt1823672,120,2015-03-04,46,1,2,6,6,30,9,33,6,49000000,3,"['Crime', 'Action', 'Science Fiction']"
287,tt3152624,125,2015-07-17,90,1,1,8,4,8,4,26,6,35000000,7,"['Comedy', 'Romance']"
288,tt3460252,188,2015-12-25,18,1,1,8,5,27,3,1,7,44000000,12,"['Crime', 'Drama', 'Mystery', 'Western']"
289,tt2554274,119,2015-10-13,55,1,2,5,5,14,2,23,6,55000000,10,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']"
290,tt2848292,115,2015-05-07,205,1,2,9,2,13,3,1,6,29000000,5,"['Comedy', 'Music']"
291,tt1398426,147,2015-08-13,277,1,4,17,3,114,8,21,7,28000000,8,"['Drama', 'Music']"
292,tt1663202,157,2015-12-25,74,1,3,19,13,110,10,31,8,135000000,12,"['Western', 'Drama', 'Adventure', 'Thriller']"
293,tt0369610,124,2015-06-06,229,1,5,6,6,105,6,46,7,150000000,6,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
294,tt1661199,105,2015-03-12,80,1,2,5,7,31,4,21,6,95000000,3,"['Romance', 'Fantasy', 'Family', 'Drama']"
295,tt2361509,121,2015-09-24,121,1,1,8,4,19,1,1,7,35000000,9,['Comedy']
296,tt1895587,129,2015-11-06,150,1,2,16,4,9,4,1,8,20000000,11,"['Drama', 'Thriller', 'History']"
297,tt2395427,141,2015-04-22,143,1,5,16,32,247,2,30,7,250000000,4,"['Action', 'Adventure', 'Science Fiction']"
298,tt2379713,148,2015-10-26,183,1,5,12,27,164,6,45,6,245000000,10,"['Action', 'Adventure', 'Crime']"
299,tt2381941,105,2015-02-25,143,2,2,5,12,7,3,37,6,50100000,2,"['Romance', 'Comedy', 'Crime', 'Drama']"
300,tt1340138,126,2015-06-23,125,1,4,9,8,112,2,1,6,155000000,6,"['Science Fiction', 'Action', 'Thriller', 'Adventure']"
301,tt1617661,124,2015-02-04,90,2,2,7,14,94,4,39,5,176000000,2,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']"
302,tt2322441,125,2015-02-11,43,1,2,5,7,5,3,46,4,40000000,2,"['Drama', 'Romance', 'Thriller']"
303,tt1392190,121,2015-05-13,78,1,3,11,11,155,4,44,8,150000000,5,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
304,tt1951266,137,2015-11-18,179,1,3,15,14,203,3,36,6,160000000,11,"['Action', 'Adventure', 'Science Fiction']"
305,tt1655441,112,2015-04-16,49,1,2,13,2,7,2,26,7,25000000,4,"['Fantasy', 'Drama', 'Romance']"
306,tt1798684,123,2015-06-15,159,1,1,21,10,11,4,25,7,30000000,6,"['Action', 'Drama']"
307,tt2126355,114,2015-05-27,245,1,3,9,11,102,4,34,6,110000000,5,"['Action', 'Drama', 'Thriller']"
308,tt3076658,133,2015-11-25,260,1,3,8,7,20,4,30,7,35000000,11,['Drama']
309,tt3397884,122,2015-09-17,101,1,1,10,4,45,3,42,7,30000000,9,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
310,tt2637276,115,2015-06-25,325,1,3,11,5,63,5,27,6,68000000,6,['Comedy']
311,tt4263482,92,2016-02-19,35,1,1,23,5,7,9,1,6,4000000,2,"['Mystery', 'Horror']"
312,tt3682448,141,2015-10-15,172,1,3,10,12,36,8,30,7,40000000,10,"['Thriller', 'Drama']"
313,tt2908446,119,2015-03-18,197,1,4,14,8,111,4,35,6,110000000,3,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
314,tt1172049,101,2016-04-06,47,1,1,17,5,19,4,2,7,10000000,4,"['Comedy', 'Drama']"
315,tt2510894,89,2015-09-21,86,1,3,7,1,3,7,31,6,80000000,9,"['Animation', 'Comedy', 'Family', 'Fantasy']"
316,tt2224026,94,2015-03-18,11,1,3,3,244,12,1,33,6,135000000,3,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']"
317,tt3622592,109,2015-06-18,64,1,3,8,4,43,2,19,6,12000000,6,"['Drama', 'Mystery', 'Romance']"
318,tt3316948,96,2015-08-19,80,1,1,18,2,35,6,3,6,28000000,8,"['Comedy', 'Action']"
319,tt2503944,100,2015-10-02,73,1,2,15,11,10,3,1,6,20000000,10,"['Drama', 'Comedy']"
320,tt2140379,116,2015-07-10,77,1,2,9,6,43,2,1,6,26000000,7,"['Science Fiction', 'Mystery', 'Thriller']"
321,tt2631186,158,2015-07-10,25,1,6,6,6,11,1,20,8,18026148,7,"['Action', 'Fantasy', 'Drama']"
322,tt3322364,123,2015-11-12,150,1,2,11,2,3,5,20,7,35000000,11,['Drama']
323,tt3567288,94,2015-09-10,28,1,1,5,5,28,2,21,6,5000000,9,"['Horror', 'Thriller', 'Mystery']"
324,tt2402927,118,2015-11-20,81,1,2,13,3,41,11,1,7,11800000,11,"['Romance', 'Drama']"
325,tt2494362,132,2015-10-23,34,1,1,14,3,39,6,3,7,1800000,10,"['Horror', 'Western', 'Adventure', 'Drama', 'Thriller']"
326,tt1365050,137,2015-09-11,64,1,2,26,4,1,7,5,7,6000000,9,"['Drama', 'War']"
327,tt0884732,101,2015-01-16,98,1,2,10,3,35,4,23,6,23000000,1,['Comedy']
328,tt1528854,96,2015-12-25,134,1,3,11,4,30,3,38,6,50000000,12,['Comedy']
329,tt3332064,111,2015-09-24,75,1,2,5,11,111,5,28,5,150000000,9,"['Adventure', 'Family', 'Fantasy']"
330,tt3072482,97,2015-09-12,96,1,2,28,23,11,3,29,6,2000000,9,"['Action', 'Adventure', 'Science Fiction']"
331,tt1390411,122,2015-11-20,70,1,4,12,11,36,10,33,6,100000000,11,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']"
332,tt2400463,100,2015-08-05,16,1,2,17,2,5,4,2,6,67877,8,['Thriller']
333,tt2057392,102,2015-09-11,75,1,1,12,2,28,2,1,7,13000000,9,"['Drama', 'Thriller', 'War']"
334,tt2401878,90,2015-12-30,3,2,1,16,11,14,5,1,7,8000000,12,"['Animation', 'Comedy', 'Drama', 'Romance']"
335,tt4062536,95,2016-04-15,31,1,1,8,4,10,2,2,7,5000000,4,"['Horror', 'Crime', 'Thriller']"
336,tt3195644,97,2015-06-04,36,1,1,14,4,13,6,1,6,10000000,6,"['Drama', 'Horror', 'Thriller']"
337,tt2381111,111,2015-10-20,49,1,2,18,5,1,21,1,7,11000000,10,"['Drama', 'Romance']"
338,tt1014763,137,2015-03-15,76,1,3,13,4,43,4,2,6,50000000,3,"['Crime', 'Thriller']"
339,tt3850214,103,2015-06-19,46,1,1,11,1,9,4,1,7,7000000,6,"['Crime', 'Drama', 'Comedy']"
340,tt3605418,99,2015-06-26,10,1,5,12,3,1,6,1,4,2500000,6,"['Drama', 'Thriller']"
341,tt1618442,106,2015-10-21,142,1,3,14,6,32,7,26,6,90000000,10,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']"
342,tt3488710,123,2015-09-30,81,1,3,6,2,8,4,25,7,35000000,9,"['Adventure', 'Drama', 'Thriller']"
343,tt2436386,106,2015-01-28,67,1,2,7,28,8,4,21,6,12000000,1,"['Science Fiction', 'Thriller']"
344,tt2726560,128,2015-04-09,190,1,2,10,3,13,3,22,7,34000000,4,"['Drama', 'Romance']"
345,tt3203606,124,2015-10-27,135,1,2,11,4,3,3,2,7,15000000,10,['Drama']
346,tt1850457,118,2015-12-18,115,1,1,9,4,24,1,15,6,30000000,12,['Comedy']
347,tt2199571,114,2015-03-11,112,1,1,7,4,63,4,36,6,50000000,3,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
348,tt3863552,163,2015-07-17,124,1,5,9,4,2,5,1,8,2425000,7,"['Action', 'Comedy', 'Drama']"
349,tt2446980,124,2015-12-24,158,1,2,14,6,7,5,28,6,60000000,12,"['Drama', 'Comedy']"
350,tt1083452,106,2016-02-26,54,1,2,15,13,45,4,21,7,23000000,2,"['Comedy', 'Drama', 'History', 'Adventure']"
351,tt3045616,106,2015-01-21,82,1,2,9,6,88,4,27,5,60000000,1,"['Comedy', 'Adventure']"
352,tt3168230,103,2015-06-19,63,1,3,17,7,1,7,1,6,10000000,6,"['Drama', 'Mystery']"
353,tt1666801,100,2015-02-20,70,1,2,7,2,2,3,1,6,8500000,2,"['Romance', 'Comedy']"
354,tt1524930,99,2015-07-28,101,2,3,9,4,43,3,21,6,31000000,7,['Comedy']
355,tt2679042,96,2015-08-20,55,1,4,14,6,64,11,29,5,35000000,8,"['Action', 'Crime', 'Thriller']"
356,tt1674771,104,2015-06-03,168,1,2,11,9,42,6,23,6,30000000,6,['Comedy']
357,tt1051904,103,2015-08-05,87,1,4,8,2,43,10,30,6,58000000,8,"['Adventure', 'Horror', 'Comedy']"
358,tt1781922,103,2015-08-26,46,1,2,10,4,85,3,1,6,16200000,8,"['Action', 'Thriller']"
359,tt3530002,101,2015-11-20,90,1,4,13,7,45,4,14,6,25000000,11,['Comedy']
360,tt2582496,105,2015-06-12,58,1,1,7,3,25,1,14,7,8000000,6,"['Comedy', 'Drama']"
361,tt1979388,93,2015-11-14,27,1,7,5,1,72,2,28,6,200000000,11,"['Adventure', 'Animation', 'Family']"
362,tt2561572,100,2015-03-26,154,1,4,8,4,42,2,21,6,40000000,3,['Comedy']
363,tt1959490,138,2014-03-07,127,1,2,9,10,104,5,26,5,125000000,3,"['Drama', 'Adventure']"
364,tt2557490,116,2014-05-22,154,1,3,11,4,47,4,29,6,40000000,5,"['Comedy', 'Western']"
365,tt2084970,113,2014-11-14,79,1,2,5,5,6,4,2,8,14000000,11,"['History', 'Drama', 'Thriller', 'War']"
366,tt2562232,120,2014-08-27,120,1,5,12,10,38,6,29,7,18000000,8,"['Drama', 'Comedy']"
367,tt1291150,101,2014-08-07,134,1,5,14,7,145,6,33,5,125000000,8,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']"
368,tt0831387,123,2014-05-14,174,1,7,13,16,183,5,44,6,160000000,5,"['Action', 'Drama', 'Science Fiction']"
369,tt2872718,118,2014-10-23,54,1,1,10,6,45,3,1,7,8500000,10,"['Crime', 'Drama', 'Thriller']"
370,tt2321549,93,2014-05-22,36,1,1,8,5,4,5,2,6,2000000,5,"['Drama', 'Thriller', 'Horror']"
371,tt2582846,125,2014-05-16,92,1,3,5,5,1,3,29,7,12000000,5,"['Romance', 'Drama']"
372,tt2278388,99,2014-02-26,102,1,3,11,4,7,6,30,8,25000000,2,"['Comedy', 'Drama']"
373,tt0816692,169,2014-11-05,44,1,2,20,22,26,7,40,8,165000000,11,"['Adventure', 'Drama', 'Science Fiction']"
374,tt2980516,123,2014-11-26,110,1,2,9,6,5,3,24,7,15000000,11,"['Drama', 'Romance']"
375,tt1490017,100,2014-02-06,35,2,9,18,43,18,13,51,7,60000000,2,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
376,tt1872194,141,2014-10-08,154,1,3,9,5,11,4,38,7,50000000,10,['Drama']
377,tt2024469,106,2014-02-26,83,1,3,12,3,34,7,51,7,50000000,2,"['Action', 'Thriller', 'Mystery']"
378,tt0829150,92,2014-10-01,106,1,3,5,8,74,5,35,6,70000000,10,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']"
379,tt2004420,96,2014-05-08,95,1,2,9,4,14,2,32,6,18000000,5,['Comedy']
380,tt2310332,144,2014-12-10,136,1,5,9,6,131,4,55,7,250000000,12,"['Action', 'Adventure', 'Fantasy']"
381,tt0470752,108,2015-01-21,15,1,1,9,3,3,4,36,7,15000000,1,"['Drama', 'Science Fiction']"
382,tt3235888,101,2014-11-13,28,1,1,14,3,25,3,1,6,1000000,11,"['Horror', 'Thriller']"
383,tt1587310,97,2014-05-28,83,1,9,11,12,82,2,32,7,180000000,5,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']"
384,tt2788710,112,2014-12-25,83,2,3,10,2,38,3,25,6,44000000,12,"['Action', 'Comedy']"
385,tt2397535,97,2014-08-28,67,2,3,8,5,21,5,1,7,44028,8,"['Science Fiction', 'Thriller']"
386,tt2883512,114,2014-05-08,83,1,1,25,7,13,2,2,7,11000000,5,['Comedy']
387,tt1253863,102,2014-03-05,75,1,3,13,9,110,6,44,6,110000000,3,"['Action', 'War', 'Drama']"
388,tt2267998,149,2014-10-01,111,1,1,7,4,2,5,44,8,61000000,10,"['Mystery', 'Thriller', 'Drama']"
389,tt2103281,130,2014-06-26,96,1,4,8,10,120,4,44,7,170000000,6,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
390,tt1951265,123,2014-11-18,124,1,3,8,12,152,2,41,6,125000000,11,"['Science Fiction', 'Adventure', 'Thriller']"
391,tt1646971,102,2014-06-09,19,1,2,10,1,81,2,37,7,145000000,6,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
392,tt1840309,139,2014-03-14,181,1,3,7,10,92,2,32,6,85000000,3,"['Action', 'Adventure', 'Science Fiction']"
393,tt2872732,89,2014-07-25,65,1,1,2,25,83,8,1,6,40000000,7,"['Action', 'Science Fiction']"
394,tt2911666,101,2014-10-22,77,2,1,19,5,72,8,2,7,20000000,10,"['Action', 'Thriller']"
395,tt2582802,107,2014-10-10,54,1,1,14,4,5,4,2,8,3300000,10,['Drama']
396,tt2109248,165,2014-06-25,137,1,1,19,16,144,10,51,5,210000000,6,"['Science Fiction', 'Action', 'Adventure']"
397,tt1877832,131,2014-05-15,108,1,5,11,13,133,7,43,8,200000000,5,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
398,tt2179136,133,2014-12-11,148,1,4,14,12,34,6,42,7,58800000,12,"['War', 'Action']"
399,tt2015381,121,2014-07-30,127,1,11,10,15,105,3,37,8,170000000,7,"['Action', 'Science Fiction', 'Adventure']"
400,tt1843866,136,2014-03-20,239,2,7,9,7,148,3,48,7,170000000,3,"['Action', 'Adventure', 'Science Fiction']"
401,tt0455944,132,2014-09-24,129,1,3,13,3,29,7,38,7,55000000,9,"['Thriller', 'Action', 'Crime']"
402,tt2209764,119,2014-04-16,90,1,1,16,4,71,4,50,6,100000000,4,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']"
403,tt2446042,109,2014-12-16,92,1,2,3,9,87,10,1,6,48000000,12,"['Thriller', 'Action']"
404,tt1631867,113,2014-05-27,93,1,4,15,17,61,8,41,7,178000000,5,"['Action', 'Science Fiction']"
405,tt1872181,142,2014-04-16,215,1,6,8,11,93,4,33,6,200000000,4,"['Action', 'Adventure', 'Fantasy']"
406,tt2245084,102,2014-10-24,47,2,6,4,2,13,3,32,7,165000000,10,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']"
407,tt2713180,135,2014-10-15,132,1,1,11,4,47,6,1,7,68000000,10,"['War', 'Drama', 'Action']"
408,tt1234721,102,2014-01-30,102,1,3,6,6,190,4,45,6,100000000,1,"['Action', 'Science Fiction']"
409,tt1790864,113,2014-09-10,53,1,4,7,2,27,6,33,6,34000000,9,"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
410,tt2802144,129,2015-01-24,130,1,4,9,1,139,4,36,7,81000000,1,"['Crime', 'Comedy', 'Action', 'Adventure']"
411,tt2294449,112,2014-06-05,133,2,6,11,5,101,10,30,7,50000000,6,"['Crime', 'Comedy', 'Action']"
412,tt1065073,164,2014-06-05,100,1,1,9,9,5,2,1,7,4000000,6,['Drama']
413,tt1418377,92,2014-01-22,44,1,3,14,11,57,4,1,5,65000000,1,"['Horror', 'Thriller']"
414,tt3011894,125,2014-08-21,69,1,2,8,5,15,6,1,8,3300000,8,"['Drama', 'Thriller', 'Comedy']"
415,tt2096672,110,2014-11-12,151,2,6,14,7,51,5,49,5,40000000,11,['Comedy']
416,tt0458481,102,2014-08-20,86,2,1,33,3,32,5,1,6,65000000,8,"['Crime', 'Thriller']"
417,tt1126590,105,2014-12-24,104,1,2,11,10,9,4,33,7,10000000,12,['Drama']
418,tt1956620,97,2014-07-17,112,1,3,9,2,8,5,29,5,40000000,7,['Comedy']
419,tt2333784,127,2014-08-04,39,1,4,18,9,100,6,34,6,90000000,8,"['Action', 'Adventure', 'Thriller']"
420,tt2357291,102,2014-03-19,73,1,6,3,133,41,3,30,6,103000000,3,"['Adventure', 'Comedy', 'Family', 'Music', 'Animation']"
421,tt3316960,101,2014-12-05,32,2,3,17,3,11,6,2,7,5000000,12,['Drama']
422,tt2170593,102,2014-10-09,71,1,1,15,5,1,4,22,7,13000000,10,['Comedy']
423,tt1809398,137,2014-12-25,122,1,5,11,7,42,3,20,7,65000000,12,"['Drama', 'War']"
424,tt3416742,86,2014-06-19,60,2,2,6,17,1,5,24,7,1600000,6,"['Comedy', 'Horror']"
425,tt2980592,99,2014-09-17,36,1,1,6,4,16,2,16,6,5000000,9,"['Mystery', 'Thriller', 'Action']"
426,tt0365907,113,2014-09-18,71,1,2,19,2,23,8,48,6,28000000,9,"['Crime', 'Drama', 'Mystery', 'Thriller']"
427,tt1100089,134,2014-05-19,163,1,2,14,7,5,3,1,7,24000000,5,"['Drama', 'Thriller']"
428,tt1972571,121,2014-07-25,31,1,3,14,5,19,8,2,6,15000000,7,['Thriller']
429,tt1921064,105,2014-02-18,47,1,3,9,4,160,5,1,5,100000000,2,"['Action', 'Adventure', 'History', 'Romance', 'Drama']"
430,tt1121096,102,2014-12-12,46,1,4,10,6,68,7,23,5,95000000,12,"['Adventure', 'Fantasy']"
431,tt2884206,106,2014-07-18,33,1,1,19,3,26,4,1,7,27652,7,"['Science Fiction', 'Drama']"
432,tt2180411,125,2014-12-25,47,1,1,6,13,89,5,22,6,50000000,12,"['Fantasy', 'Comedy']"
433,tt3322940,99,2014-10-02,26,1,1,10,2,12,5,34,5,6500000,10,['Horror']
434,tt1605717,95,2014-05-02,55,1,2,9,3,11,4,1,7,16056,5,"['Comedy', 'Drama', 'Mystery']"
435,tt2203939,109,2014-04-16,89,1,1,5,4,11,2,26,6,40000000,4,"['Comedy', 'Romance']"
436,tt1355630,106,2014-08-21,50,1,2,7,3,6,3,27,6,11000000,8,['Drama']
437,tt0435651,94,2014-08-11,26,1,3,14,7,30,6,33,6,25000000,8,"['Drama', 'Science Fiction']"
438,tt1791528,148,2014-12-25,109,1,2,8,3,13,4,30,6,20000000,12,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']"
439,tt1638002,102,2014-10-16,54,1,2,10,4,8,2,1,7,14893,10,"['Comedy', 'Romance']"
440,tt1086772,117,2014-05-21,89,1,2,14,6,12,4,31,6,40000000,5,['Comedy']
441,tt3007512,112,2014-12-25,82,1,2,12,8,35,5,22,7,22500000,12,"['War', 'Drama']"
442,tt2170439,108,2014-11-26,67,1,5,11,3,25,3,34,6,42000000,11,['Comedy']
443,tt2692250,97,2014-12-17,89,1,5,10,8,26,5,33,6,127000000,12,"['Adventure', 'Comedy', 'Fantasy', 'Family']"
444,tt2975578,104,2014-07-17,76,1,1,8,7,39,4,29,6,9000000,7,"['Horror', 'Thriller']"
445,tt1600196,106,2014-09-12,49,1,1,7,2,4,6,30,7,12600000,9,"['Drama', 'Crime']"
446,tt2980648,122,2014-08-06,41,1,2,9,13,12,8,23,7,22000000,8,['Drama']
447,tt1924435,104,2014-08-13,170,1,2,5,5,30,3,19,6,17000000,8,['Comedy']
448,tt2305051,115,2014-12-05,82,1,2,9,3,16,3,34,7,15000000,12,['Drama']
449,tt1800246,94,2014-01-29,46,1,1,18,5,3,6,2,6,8000000,1,"['Comedy', 'Romance']"
450,tt1267297,99,2014-07-23,71,1,3,8,10,91,7,42,6,100000000,7,"['Action', 'Adventure']"
451,tt1205537,105,2014-01-15,166,1,3,11,11,99,6,46,6,60000000,1,"['Action', 'Drama', 'Thriller']"
452,tt2369135,130,2014-03-13,89,1,2,9,5,88,3,1,6,66000000,3,"['Action', 'Crime', 'Drama', 'Thriller']"
453,tt1020072,127,2014-12-25,138,1,1,11,4,52,7,30,7,20000000,12,"['History', 'Drama']"
